customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1352-Alpha-333,Male,1,No,No,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.94,2021.24,Yes
2015-Gamma-334,Female,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45.52,2503.6,No
3248-Alpha-335,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.51,2325.62,No
8359-Gamma-336,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,100.54,5429.16,No
6203-Alpha-337,Male,1,No,No,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.57,3908.49,No
5372-Gamma-338,Male,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),55.6,2668.8,Yes
8763-Alpha-339,Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,67.79,2847.18,No
8197-Gamma-340,Female,1,No,Yes,55,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.39,2826.45,Yes
8485-Alpha-341,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.16,3274.08,Yes
5823-Gamma-342,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.91,2592.23,No
7440-Beta-343,Female,1,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,79.35,2301.15,Yes
2870-Gamma-344,Female,1,Yes,No,28,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,90.59,2536.52,No
1840-Beta-345,Female,1,No,No,45,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),92.2,4149.0,Yes
9904-Alpha-346,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,79.9,2876.4,Yes
4028-Alpha-347,Male,1,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.84,4153.6,No
3906-Beta-348,Female,0,Yes,No,45,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,51.87,2334.15,Yes
2999-Gamma-349,Female,1,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.25,1351.0,No
8924-Gamma-350,Female,1,No,No,36,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,80.77,2907.72,Yes
1025-Alpha-351,Male,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.86,3065.28,No
5168-Alpha-352,Female,1,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),99.64,6177.68,No
8774-Alpha-353,Male,1,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),73.22,1391.18,No
6793-Alpha-354,Male,1,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),56.14,1852.62,Yes
7780-Alpha-355,Female,0,No,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.08,2565.36,Yes
8270-Gamma-356,Male,1,Yes,Yes,46,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.61,3708.06,No
8526-Beta-357,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.79,1133.7,No
2689-Gamma-358,Female,0,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,17.62,352.4,No
5695-Beta-359,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),91.42,6033.72,No
3319-Gamma-360,Female,0,Yes,Yes,21,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.09,1261.89,Yes
7284-Alpha-361,Male,1,No,Yes,47,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,70.49,3313.03,Yes
8672-Alpha-362,Female,1,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),106.43,1809.31,No
8987-Alpha-363,Male,1,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,16.22,291.96,No
5624-Beta-364,Male,0,No,Yes,51,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.43,2673.93,No
8903-Beta-365,Male,1,Yes,No,59,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.49,5220.91,Yes
2599-Beta-366,Male,1,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.77,710.09,No
2007-Alpha-367,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.65,2089.05,No
8326-Alpha-368,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.37,661.32,Yes
1133-Gamma-369,Female,0,No,Yes,25,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),79.5,1987.5,Yes
7459-Gamma-370,Female,1,No,No,53,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),82.88,4392.64,No
3527-Beta-371,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45.78,2701.02,No
3224-Alpha-372,Male,1,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,99.83,2895.07,Yes
9161-Gamma-373,Male,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),47.64,2096.16,No
2854-Gamma-374,Female,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.13,2474.94,No
9765-Alpha-375,Female,1,No,No,33,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,53.28,1758.24,Yes
8752-Gamma-376,Male,0,No,Yes,59,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),76.29,4501.11,No
5509-Beta-377,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.44,953.28,Yes
2382-Alpha-378,Male,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,100.78,1410.92,Yes
8602-Beta-379,Female,1,No,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),53.95,2589.6,Yes
7258-Gamma-380,Female,0,Yes,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),67.65,608.85,No
4961-Gamma-381,Male,1,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,93.76,3469.12,No
5641-Beta-382,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,116.76,6772.08,No
5150-Beta-383,Female,0,No,No,64,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.02,5057.28,No
6450-Alpha-384,Female,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.34,1855.64,No
3923-Gamma-385,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),47.99,575.88,No
2692-Alpha-386,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),101.13,3337.29,No
1060-Gamma-387,Female,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),97.26,3112.32,Yes
1904-Gamma-388,Male,1,No,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),82.58,2642.56,Yes
2749-Gamma-389,Female,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,48.96,1126.08,No
1415-Gamma-390,Male,1,No,Yes,4,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,61.76,247.04,No
7643-Alpha-391,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,116.35,6282.9,No
3822-Gamma-392,Male,1,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),104.04,1456.56,No
7586-Beta-393,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),108.89,2613.36,Yes
3703-Beta-394,Male,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,17.84,570.88,Yes
8978-Alpha-395,Male,0,Yes,Yes,28,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.15,1544.2,Yes
4919-Alpha-396,Male,0,No,Yes,29,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.28,2531.12,Yes
9842-Gamma-397,Male,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.61,1809.18,Yes
8772-Beta-398,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.62,912.38,Yes
8121-Beta-399,Female,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.7,7240.7,No
7865-Alpha-400,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),118.21,5201.24,Yes
1890-Beta-401,Male,0,No,Yes,45,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),69.94,3147.3,No
3084-Alpha-402,Male,1,Yes,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.38,3895.38,Yes
4763-Alpha-403,Female,1,Yes,No,15,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,81.5,1222.5,Yes
3440-Gamma-404,Male,1,Yes,Yes,64,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.03,3329.92,No
2361-Gamma-405,Male,1,Yes,Yes,46,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.69,3389.74,Yes
1399-Beta-406,Female,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.07,3795.36,Yes
5420-Gamma-407,Male,0,No,Yes,25,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.71,1517.75,Yes
3871-Gamma-408,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.83,3891.5,Yes
1892-Alpha-409,Female,1,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,94.17,4049.31,No
7400-Alpha-410,Female,0,Yes,Yes,15,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),73.53,1102.95,No
9870-Alpha-411,Female,1,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.68,1074.48,Yes
8965-Gamma-412,Female,1,No,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.91,2347.68,Yes
6785-Beta-413,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),118.62,2016.54,No
5266-Beta-414,Male,0,Yes,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),60.84,3285.36,Yes
9182-Alpha-415,Female,1,Yes,Yes,34,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),64.99,2209.66,No
1656-Alpha-416,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.16,1767.04,No
6347-Alpha-417,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),93.97,2819.1,Yes
7513-Alpha-418,Female,1,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.87,1791.01,Yes
8249-Beta-419,Male,1,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,103.8,2491.2,No
7708-Gamma-420,Female,1,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49.52,445.68,No
5742-Gamma-421,Female,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,16.14,435.78,No
1439-Alpha-422,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),110.07,880.56,Yes
2093-Gamma-423,Female,1,No,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.65,2748.15,No
8553-Gamma-424,Male,1,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),15.99,367.77,Yes
6832-Alpha-425,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.77,4267.42,Yes
3354-Alpha-426,Male,1,No,No,51,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,71.53,3648.03,No
7837-Beta-427,Male,0,Yes,Yes,61,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),63.06,3846.66,No
1471-Gamma-428,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.33,5239.14,Yes
8934-Beta-429,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.51,793.73,No
1709-Alpha-430,Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.15,2608.2,Yes
3630-Gamma-431,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,110.32,6177.92,Yes
8203-Gamma-432,Male,0,No,No,42,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.7,3515.4,No
9515-Alpha-433,Female,1,No,Yes,28,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,66.72,1868.16,No
7672-Beta-434,Female,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.46,750.78,Yes
9055-Gamma-435,Male,1,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.7,524.7,No
2666-Gamma-436,Male,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),76.51,3289.93,No
7557-Beta-437,Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.88,4208.84,Yes
2631-Gamma-438,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,98.54,6503.64,Yes
5809-Gamma-439,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),91.99,2759.7,No
1589-Alpha-440,Male,1,Yes,No,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),55.39,1384.75,Yes
3560-Gamma-441,Male,1,No,No,12,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.65,991.8,No
6715-Gamma-442,Male,1,No,Yes,20,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,56.74,1134.8,No
6113-Gamma-443,Male,0,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.23,749.97,No
9821-Beta-444,Male,1,No,No,62,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,70.89,4395.18,No
9001-Alpha-445,Male,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.15,1445.4,No
4305-Beta-446,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),89.0,1246.0,No
7997-Alpha-447,Female,0,No,No,37,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,44.93,1662.41,Yes
9457-Alpha-448,Female,0,No,No,71,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.5,6212.5,No
8133-Beta-449,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,55.94,2685.12,No
4144-Alpha-450,Male,1,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),62.42,686.62,No
5551-Gamma-451,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,104.21,3334.72,No
4867-Alpha-452,Male,1,No,Yes,54,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.91,4585.14,No
3869-Alpha-453,Female,1,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,90.18,2434.86,Yes
6947-Beta-454,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),108.12,1297.44,No
1128-Beta-455,Female,1,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,641.6,Yes
8190-Gamma-456,Female,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.3,2431.2,Yes
6764-Beta-457,Female,1,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,93.82,1688.76,No
3585-Alpha-458,Male,1,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.75,705.5,Yes
3842-Gamma-459,Female,1,Yes,Yes,8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,63.62,508.96,No
2457-Beta-460,Male,1,Yes,Yes,66,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.37,5304.42,No
9615-Beta-461,Female,1,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.37,1530.47,Yes
9096-Beta-462,Male,1,Yes,Yes,34,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.44,2938.96,Yes
4858-Gamma-463,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,46.49,2789.4,No
6296-Gamma-464,Female,0,No,No,47,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.42,3121.74,Yes
1745-Alpha-465,Female,1,No,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),83.52,3173.76,Yes
3161-Alpha-466,Female,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.99,267.96,Yes
5321-Gamma-467,Female,1,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),13.27,238.86,No
1871-Alpha-468,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.93,3193.62,Yes
6841-Gamma-469,Female,1,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.37,641.81,No
4337-Beta-470,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),106.53,1491.42,Yes
2998-Beta-471,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.29,4097.47,Yes
6323-Gamma-472,Male,0,Yes,No,52,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,73.25,3809.0,No
7535-Alpha-473,Male,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15.16,272.88,No
2975-Beta-474,Female,1,No,Yes,65,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),69.66,4527.9,Yes
7931-Alpha-475,Female,1,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,90.71,4444.79,No
5762-Beta-476,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,111.06,5219.82,Yes
9366-Beta-477,Female,0,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.29,2276.12,Yes
1741-Alpha-478,Female,1,No,No,26,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.05,2315.3,Yes
8107-Gamma-479,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.86,1998.92,Yes
2435-Alpha-480,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,112.68,5972.04,Yes
5930-Beta-481,Male,1,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.41,2749.78,Yes
8947-Beta-482,Male,1,Yes,Yes,37,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),59.26,2192.62,No
5764-Alpha-483,Female,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,96.44,2796.76,No
9106-Gamma-484,Female,1,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.34,1905.3,No
6633-Beta-485,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,99.93,3197.76,Yes
8911-Alpha-486,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),38.1,1828.8,No
4845-Alpha-487,Male,0,No,No,24,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,79.29,1902.96,No
2977-Gamma-488,Male,1,No,No,28,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,60.7,1699.6,No
2734-Gamma-489,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.47,1710.87,Yes
6482-Alpha-490,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),101.13,3236.16,No
6908-Gamma-491,Male,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,88.56,4782.24,No
9476-Alpha-492,Male,1,No,No,47,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),80.58,3787.26,No
5986-Gamma-493,Female,1,Yes,No,33,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,71.82,2370.06,No
1605-Gamma-494,Female,1,Yes,No,10,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),83.04,830.4,No
7926-Gamma-495,Male,0,No,No,69,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.31,5955.39,Yes
4868-Gamma-496,Male,1,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,92.82,4548.18,No
7974-Beta-497,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),88.34,4151.98,Yes
7937-Beta-498,Female,1,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.13,3073.29,No
